Fecha,ARIMA,AutoARIMA,Suavizamiento
2025-01-01,2626.6851108401006,2631.4501505695966,2627.7593312475965
2025-01-02,2628.0599421806155,2633.7003499673183,2627.7593312475965
2025-01-03,2628.9290824668046,2635.95054936504,2627.7593312475965
2025-01-06,2631.1221667273103,2638.2007487627616,2627.7593312475965
2025-01-07,2630.88793303054,2640.450948160483,2627.7593312475965
